Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Escape Dead Island,X360,2014,Action,Deep Silver,0.03,0.04,0,0.01,0.07,32,12,3.8,74,Others,M
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0,0,0.01,0.07,50,22,7,25,Others,T
Romance of the Three Kingdoms IX,PS2,2003,Strategy,Tecmo Koei,0.03,0.03,0,0.01,0.07,74,17,8.9,10,Others,E
Second Sight,XB,2004,Adventure,Codemasters,0.05,0.02,0,0,0.07,75,46,8,6,Others,T
Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0,0.01,0.07,67,25,4.9,103,Codemasters,M
Vanguard Bandits,PS,1998,Strategy,Others,0.04,0.03,0,0,0.07,62,5,7.4,15,Others,T
MLB Front Office Manager,X360,2009,Sports,Take-Two Inc.,0.06,0,0,0.01,0.07,47,13,4.6,10,Others,E
Child of Light,PSV,2014,Role-Playing,Ubisoft,0,0.04,0.02,0.01,0.07,83,14,7.8,108,Ubisoft,E10+
Silent Hill: Origins,PS2,2008,Action,Konami,0.03,0.03,0,0.01,0.07,70,21,7.4,59,Others,M
Harry Potter and the Sorcerer's Stone,XB,2003,Action,Electronic Arts,0.05,0.02,0,0,0.07,59,11,6,5,Others,E
Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0,0.01,0.07,36,39,5.6,50,Others,M
Samurai Warriors,XB,2004,Action,Tecmo Koei,0.05,0.02,0,0,0.07,71,20,9,5,Omega Force,T
FIFA Soccer 2004,GC,2003,Sports,Electronic Arts,0.05,0.01,0,0,0.07,83,17,6.2,12,EA Canada,E
Record of Agarest War,PS3,2007,Role-Playing,Others,0,0.03,0.03,0.01,0.07,67,7,6.8,34,Others,T
SNK Arcade Classics Vol. 1,Wii,2008,Misc,Others,0.06,0,0,0,0.07,73,18,8,4,Others,T
Dave Mirra BMX Challenge,PSP,2006,Sports,Others,0.06,0,0,0.01,0.07,32,11,4.6,10,Others,E
Rayman 3: Hoodlum Havoc,GC,2003,Platform,Ubisoft,0.05,0.01,0,0,0.07,77,24,8.3,21,Others,E
The Guy Game,XB,2004,Misc,Others,0.05,0.02,0,0,0.07,47,20,5.4,7,Others,M
Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,Atari,0.06,0,0,0.01,0.07,61,23,7.4,14,Others,T
Open Season,Wii,2006,Platform,Ubisoft,0.06,0,0,0.01,0.07,49,5,5.6,7,Ubisoft,E10+
Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.03,0.03,0,0.01,0.07,75,27,8.3,6,Others,T
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Others,0.03,0.01,0.02,0.01,0.07,63,12,7,16,Others,T
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Others,0.02,0,0.04,0.01,0.07,72,20,8.5,22,Others,T
Digimon World Championship,DS,2008,Role-Playing,Namco Bandai,0,0,0.07,0,0.07,49,6,6.5,13,Others,E
RayStorm,PS,1997,Shooter,Sony,0.04,0.03,0,0,0.07,79,7,7.8,4,Others,E
Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0,0.01,0.07,58,10,6.8,15,Others,T
Catwoman,GC,2004,Action,Electronic Arts,0.05,0.01,0,0,0.07,47,24,6.1,7,Others,T
Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.03,0,0.01,0.07,56,35,8.3,17,Others,M
Football Manager 2010,PC,2009,Sports,Sega,0,0.06,0,0.01,0.07,87,33,9,262,Others,E
Target: Terror,Wii,2008,Shooter,Konami,0.06,0,0,0.01,0.07,33,19,2.7,16,Others,M
Mugen Souls Z,PS3,2013,Role-Playing,Others,0.02,0.01,0.04,0.01,0.07,57,26,6.4,56,Others,T
BeatMania,PS2,2006,Simulation,Konami,0.03,0.03,0,0.01,0.07,67,30,8.9,11,Konami,E10+
Silpheed: The Lost Planet,PS2,2000,Shooter,Others,0.03,0.03,0,0.01,0.07,72,12,7.5,4,Others,T
Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai,0.06,0,0,0,0.07,35,6,5.6,11,Others,E10+
Spartan: Total Warrior,GC,2005,Action,Sega,0.05,0.01,0,0,0.07,73,24,8.3,15,Others,M
Pitfall: The Lost Expedition,XB,2004,Platform,Activision,0.05,0.01,0,0,0.07,73,35,7.8,4,Others,E
River City Ransom EX,GBA,2004,Action,Others,0.05,0.02,0,0,0.07,75,21,8.4,7,Others,T
Bionicle Heroes,X360,2006,Shooter,Eidos,0.05,0.01,0,0.01,0.07,59,26,5.9,22,Trav. Tales,E10+
Fable: The Lost Chapters,PC,2005,Role-Playing,Microsofts,0.01,0.05,0,0.01,0.07,83,54,8.7,489,Others,M
Crazy Taxi 2,DC,2001,Racing,Sega,0,0,0.07,0,0.07,82,18,8.1,29,Others,T
The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.07,78,20,7.3,29,Maxis,T
The Testament of Sherlock Holmes,PC,2012,Adventure,Others,0,0.06,0,0.01,0.07,73,18,8,128,Others,M
Robot Alchemic Drive,PS2,2002,Action,Others,0.03,0.03,0,0.01,0.07,79,21,8.2,13,Others,T
Tomb Raider: Legend,DS,2006,Action,Eidos,0.04,0.02,0,0.01,0.07,58,15,8,7,Others,T
Warhammer: Battle For Atluma,PSP,2006,Action,Namco Bandai,0.06,0,0,0.01,0.07,55,8,7.4,8,Others,T
Eagle Flight,PS4,2016,Adventure,Ubisoft,0.01,0.05,0,0.01,0.07,72,31,7.8,22,Others,E10+
Operation: Vietnam,DS,2007,Shooter,Others,0.06,0,0,0,0.07,65,16,6.3,4,Others,T
Fighter Maker 2,PS2,2002,Fighting,Others,0.03,0.03,0,0.01,0.07,58,11,7.8,5,Others,T
Lifeline,PS2,2003,Adventure,Sony,0.03,0.03,0,0.01,0.07,61,31,7.7,9,Others,M
Dragon Valor,PS,1999,Role-Playing,Sony,0.04,0.03,0,0,0.07,57,9,8.3,10,Namco,T
NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0,0,0.07,75,18,5.6,5,EA Sports,E
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,Microsofts,0,0.06,0,0.01,0.07,88,22,8.2,49,Others,E
Anubis II,Wii,2007,Platform,Others,0.06,0,0,0,0.07,19,5,2.7,28,Others,E
Inversion,PS3,2012,Shooter,Namco Bandai,0.03,0.03,0,0.01,0.07,56,23,5.4,43,Others,M
Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0,0.03,0.04,0,0.07,79,44,6.2,85,Capcom,T
Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft,0.01,0.04,0.01,0.01,0.07,70,6,8,24,Others,T
Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,0.02,0,0.05,0,0.07,56,30,6,7,Others,E10+
N+,DS,2007,Platform,Atari,0.06,0,0,0,0.07,82,20,7.4,20,Others,E
Obscure,PS2,2004,Adventure,Others,0.03,0.03,0,0.01,0.07,65,27,8.9,39,Others,M
Sega Soccer Slam,GC,2002,Sports,Sega,0.05,0.01,0,0,0.07,84,22,7.7,7,Others,E
Deep Labyrinth,DS,2006,Action,505 Games,0.06,0,0,0,0.07,57,18,8.8,4,Others,E10+
Spawn: Armageddon,GC,2003,Action,Electronic Arts,0.05,0.01,0,0,0.07,61,19,7.2,9,Others,M
God Hand,PS2,2006,Action,Capcom,0,0,0.07,0,0.07,73,48,7.7,165,Others,M
Legends of Wrestling II,GBA,2002,Fighting,Others,0.05,0.02,0,0,0.07,24,11,3.7,10,Others,E
Jurassic Park: Operation Genesis,XB,2003,Simulation,Konami,0.05,0.01,0,0,0.07,69,21,8.8,19,Others,T
RedCard 20-03,PS2,2002,Sports,Midway Games,0.03,0.03,0,0.01,0.07,73,19,9,6,Midway,E
Future Tactics: The Uprising,PS2,2004,Strategy,Others,0.03,0.03,0,0.01,0.07,61,25,6,6,Others,T
Driver: Parallel Lines,XB,2006,Racing,Atari,0.05,0.01,0,0,0.07,69,31,4.6,17,Others,M
Top Gun,PS3,2011,Simulation,505 Games,0.06,0,0,0.01,0.07,49,25,4.4,5,Others,T
Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,0.05,0.02,0,0,0.07,63,12,6.8,4,Ubisoft,E
Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai,0.01,0.05,0,0,0.07,53,17,5.1,44,Others,T
World Racing,XB,2003,Racing,Others,0.05,0.01,0,0,0.07,56,14,8.1,8,Others,E
Resident Evil 5,PC,2009,Action,Capcom,0.01,0.04,0,0.01,0.07,86,30,7.1,597,Capcom,M
X-Men: The Official Game,GBA,2006,Action,Activision,0.05,0.02,0,0,0.07,55,9,9.3,6,Others,E10+
The King of Fighters 02/03,PS2,2005,Fighting,Others,0.03,0.03,0,0.01,0.07,73,28,8.8,14,Others,T
Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0,0.01,0.07,57,25,8.2,5,From Software,T
Terraria,PS4,2014,Action,505 Games,0,0.05,0.01,0.01,0.07,83,4,7.9,47,Others,T
Worms 3D,GC,2003,Strategy,Sega,0.05,0.01,0,0,0.07,69,23,7.6,19,Others,T
TRON: Evolution,PC,2010,Action,Disneys,0.06,0,0,0,0.07,57,11,6,25,Others,T
The Guided Fate Paradox,PS3,2013,Role-Playing,Others,0,0,0.06,0,0.07,74,27,7.8,66,Others,T
Mayhem 3D,X360,2011,Racing,Others,0.06,0,0,0,0.07,47,4,8.6,9,Others,E10+
WipEout HD Fury,PS3,2009,Racing,Sony,0,0.05,0,0.01,0.07,89,15,8.4,115,Others,E10+
Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,Others,0.03,0.03,0,0.01,0.07,64,31,4.1,51,Others,M
"Flower, Sun, and Rain",DS,2008,Adventure,Others,0.06,0,0,0,0.07,54,37,7.1,15,Others,T
Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.05,0.02,0,0,0.07,83,31,8.5,13,Others,E10+
Cities XL 2012,PC,2011,Strategy,Others,0.01,0.05,0,0.01,0.07,61,18,5.6,95,Others,E
Worms Forts: Under Siege,XB,2004,Strategy,Sega,0.05,0.01,0,0,0.07,67,15,8,6,Others,T
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.03,0.02,0,0.01,0.07,71,26,8,5,Others,M
Natural Doctrine,PSV,2014,Role-Playing,Others,0.02,0.01,0.03,0.01,0.07,60,7,7.5,29,Others,M
Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0,0,0,0.07,64,24,6,9,Ubisoft,E
NHL Hitz Pro,XB,2003,Sports,Midway Games,0.05,0.01,0,0,0.07,81,23,8.8,12,Others,E
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Others,0,0.06,0,0.01,0.07,72,14,7.2,23,Others,T
Alan Wake,PC,2012,Action,Others,0,0.06,0,0.01,0.06,83,30,8,1473,Others,T
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.04,0,0,0.06,44,8,4.4,69,Others,M
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Others,0.05,0,0.01,0.01,0.06,54,14,6.3,8,Others,E10+
Wings of War,XB,2004,Simulation,Take-Two Inc.,0.05,0.01,0,0,0.06,62,29,5,5,Others,T
187: Ride or Die,XB,2005,Racing,Ubisoft,0.05,0.01,0,0,0.06,51,40,6.9,8,Others,M
RPG Maker 3,PS2,2004,Role-Playing,Others,0.03,0.02,0,0.01,0.06,69,16,7.9,14,Others,E10+
Kabuki Warriors,XB,2001,Action,Others,0.05,0.01,0,0,0.06,32,15,2.5,12,Others,M
World Poker Tour,XB,2005,Misc,Take-Two Inc.,0.05,0.01,0,0,0.06,63,17,7.8,4,Others,T
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsofts,0,0.05,0,0.01,0.06,81,19,8.5,71,Others,T
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,0.06,0,0,0,0.06,41,4,2.4,5,Others,E10+
NanoBreaker,PS2,2005,Action,Konami,0.03,0.02,0,0.01,0.06,51,38,6.7,11,Others,M
Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0,0,0.06,49,5,1.5,4,Others,E
GRID 2,PC,2013,Racing,Codemasters,0,0.06,0,0.01,0.06,80,17,5.7,571,Codemasters,E
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Others,0.01,0.01,0.04,0.01,0.06,55,31,6.7,37,Others,M
Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0,0,0,0.06,63,36,7,12,Others,M
Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0,0,0.06,0,0.06,70,9,7.9,14,Omega Force,T
BMX XXX,GC,2002,Sports,Others,0.05,0.01,0,0,0.06,60,15,5,7,Others,M
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai,0,0.04,0.02,0,0.06,66,11,7.8,43,Others,T
Aggressive Inline,XB,2002,Sports,Others,0.05,0.01,0,0,0.06,85,20,7.7,7,Others,T
Insecticide,DS,2008,Action,Others,0.06,0,0,0,0.06,55,23,7,5,Others,E10+
XGRA: Extreme G Racing Association,PS2,2003,Racing,Others,0.03,0.02,0,0.01,0.06,68,23,8.6,8,Others,T
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0,0,0.06,0,0.06,70,15,7.5,48,Others,E
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.06,45,38,6.9,11,Others,T
Escape from Bug Island,Wii,2006,Action,Eidos,0.04,0.01,0.01,0,0.06,37,13,5,25,Others,M
Gradius Collection,PSP,2006,Shooter,Konami,0.04,0,0.02,0,0.06,76,44,8.5,4,Others,E
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0,0.06,55,18,7.1,20,Others,M
Gallop Racer 2004,PS2,2004,Sports,Others,0.03,0.02,0,0.01,0.06,70,15,8.7,12,Others,E
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai,0.03,0.02,0,0.01,0.06,45,16,7.8,10,Others,T
F1 2001,XB,2001,Racing,Electronic Arts,0.05,0.01,0,0,0.06,83,11,5.5,8,EA Sports,E
Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0,0,0,0.06,78,20,7.5,30,Others,T
Monster Tale,DS,2011,Platform,Others,0.06,0,0,0,0.06,79,15,8,15,Others,E
Legend of the Dragon,Wii,2007,Fighting,Others,0.06,0,0,0,0.06,37,14,4.8,5,Others,T
Cel Damage,GC,2002,Racing,Electronic Arts,0.05,0.01,0,0,0.06,67,12,6.8,11,Others,T
Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0.05,0,0,0.06,74,24,4.4,606,Others,T
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony,0.03,0.02,0,0.01,0.06,59,24,4.2,10,Others,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0,0,0.06,68,19,6.2,6,Ubisoft,T
Tokobot,PSP,2005,Platform,Take-Two Inc.,0.06,0,0,0,0.06,72,30,7.3,8,Others,E
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Others,0.05,0.01,0,0,0.06,32,9,5.8,10,Others,M
Assetto Corsa,PS4,2016,Racing,505 Games,0,0.05,0,0.01,0.06,73,35,6.2,70,Others,E
NHL 2K9,Wii,2008,Sports,Take-Two Inc.,0.06,0,0,0,0.06,65,11,5.4,19,Visual Concepts,E10+
"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,0.05,0.01,0,0.01,0.06,57,21,7.9,16,Others,T
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai,0.03,0.02,0,0.01,0.06,60,10,5.8,12,Others,T
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.04,0,0,0.06,76,12,7.7,27,Others,E
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Others,0.03,0,0.02,0.01,0.06,83,31,8.3,116,Others,M
Bionicle Heroes,DS,2006,Shooter,Eidos,0.06,0,0,0,0.06,72,11,6.4,15,Others,T
Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,67,7,8.6,14,Others,T
Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami,0.04,0.02,0,0,0.06,65,5,8,5,Konami,E
Unchained Blades ,PSP,2011,Role-Playing,Others,0,0,0.06,0,0.06,61,8,7.5,15,Others,T
Showtime Championship Boxing,Wii,2007,Fighting,Others,0.06,0,0,0,0.06,35,7,4.7,10,Others,E10+
Bomberman Land,PSP,2007,Misc,Others,0.06,0,0,0,0.06,55,14,7.8,4,Others,E
Steins;Gate,PS3,2012,Adventure,Others,0.01,0.02,0.02,0.01,0.06,83,8,8.7,51,Others,M
Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,67,40,7.6,71,Others,T
Age of Empires Online,PC,2011,Strategy,Microsofts,0.01,0.04,0,0.01,0.06,70,44,5.6,186,Others,E10+
Earth Defense Force 2017 Portable,PSV,2012,Action,Others,0,0,0.06,0,0.06,68,36,7.9,31,Others,T
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0,0.01,0.06,68,34,7.8,14,Others,E10+
From The Abyss,DS,2008,Role-Playing,Others,0.06,0,0,0,0.06,59,9,8,5,Others,E
The LEGO Movie Videogame,PC,2014,Action,Wanrner Bros.,0.02,0.04,0,0,0.06,68,7,6.8,33,TT Games,E10+
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,0,0,0.01,0.06,76,10,7.9,100,Others,E
Giants: Citizen Kabuto,PS2,2001,Shooter,Others,0.03,0.02,0,0.01,0.06,79,15,6.9,8,Others,T
MX vs. ATV Supercross,X360,2014,Racing,Others,0.03,0.02,0,0.01,0.06,48,10,4.8,14,Others,E
Grand Kingdom,PSV,2015,Role-Playing,Others,0.01,0.01,0.04,0.01,0.06,76,11,8.8,33,Others,T
LEGO Batman: The Videogame,PC,2008,Action,Wanrner Bros.,0.02,0.03,0,0.01,0.06,80,15,7.8,61,Trav. Tales,E10+
Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0,0.01,0.06,47,10,5.4,24,Others,M
Muppets Party Cruise,PS2,2003,Misc,Others,0.03,0.02,0,0.01,0.06,61,11,8,6,Others,E
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Others,0.03,0.02,0,0.01,0.06,64,40,7.9,51,Others,M
Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0,0,0.06,71,41,7.6,20,Others,M
The Technomancer,PS4,2016,Role-Playing,Others,0.02,0.04,0,0.01,0.06,60,38,6.7,116,Others,M
Theme Park,DS,2007,Simulation,Electronic Arts,0,0.02,0.03,0,0.06,72,15,7.6,14,Others,E
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Inc.,0.05,0.01,0,0,0.06,77,51,8.1,37,Others,M
Blur,PC,2010,Racing,Activision,0.01,0.04,0,0.01,0.06,81,24,7.4,177,Others,E10+
The Next BIG Thing,PC,2011,Adventure,Others,0,0.05,0,0.01,0.06,75,30,7.9,35,Others,E10+
Alien Syndrome,Wii,2007,Role-Playing,Sega,0.05,0,0,0,0.06,48,24,7.1,23,Others,T
Vexx,GC,2003,Platform,Others,0.05,0.01,0,0,0.06,71,22,7.3,6,Others,T
Secret Files: Tunguska,Wii,2008,Adventure,Others,0.04,0.01,0,0,0.06,65,12,7.6,8,Others,T
Unreal Tournament III,PC,2007,Shooter,Midway Games,0,0.05,0,0.01,0.06,83,41,8,523,Others,M
Disney Sports Skateboarding,GC,2002,Sports,Konami,0.05,0.01,0,0,0.06,36,7,4.7,6,Others,E
Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0,0,0.06,66,38,8.6,5,Others,T
Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0,0,0,0.06,61,29,7,5,Others,E
Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01,0.06,86,64,8.4,626,Others,T
Big Bang Mini,DS,2009,Shooter,Others,0.05,0,0,0,0.06,78,39,8.2,26,Others,E
Serious Sam II,XB,2005,Shooter,Take-Two Inc.,0.05,0.01,0,0,0.06,72,34,6.7,11,Others,M
Song of the Deep,XOne,2016,Action,Others,0.05,0,0,0.01,0.06,66,12,6.9,20,Others,E
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0,0.01,0.06,66,10,5.3,54,Others,M
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0,0.01,0.06,64,28,8.1,12,Others,E
The Witcher,PC,2007,Role-Playing,Atari,0,0.05,0,0.01,0.06,81,50,8.8,1116,Others,M
Coded Arms: Contagion,PSP,2007,Shooter,Konami,0.05,0,0,0.01,0.06,56,20,6.6,28,Others,T
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai,0,0.05,0,0.01,0.06,80,44,8.7,602,Others,M
Create,PC,2010,Action,Electronic Arts,0.04,0.01,0,0.01,0.06,54,7,6.8,9,Others,E
Commandos: Strike Force,PS2,2006,Shooter,Eidos,0.03,0.02,0,0.01,0.06,58,26,8.5,11,Others,T
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai,0.03,0.02,0,0.01,0.06,57,16,8.6,11,Capcom,T
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Others,0.04,0.02,0,0,0.06,67,14,5.9,10,Others,T
Warriors of the Lost Empire,PSP,2007,Role-Playing,Others,0.05,0,0,0,0.06,52,6,7.4,12,Others,T
Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0,0.01,0.06,43,54,6.5,283,Others,M
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06,63,15,7,10,Others,E
Oddworld: Munch's Oddysee,GBA,2003,Platform,THQ,0.04,0.02,0,0,0.06,44,15,2.5,4,Others,E
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,Others,0.04,0.02,0,0,0.06,80,17,7.8,10,Others,T
Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,0.05,0.01,0,0,0.06,62,16,8.5,32,Others,M
Trapt,PS2,2005,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,60,36,7.9,14,Others,M
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Others,0,0,0.06,0,0.06,68,16,7.8,36,Others,T
Worms 3D,XB,2003,Strategy,Sega,0.04,0.01,0,0,0.06,69,20,8.4,10,Others,T
PoPoLoCrois,PSP,2005,Role-Playing,Others,0.05,0,0,0,0.06,66,41,7.4,17,Others,E
Dragon Rage,PS2,2001,Shooter,Others,0.03,0.02,0,0.01,0.06,50,9,6.4,9,Others,T
Theresia...,DS,2008,Adventure,Others,0.05,0,0,0,0.06,61,6,8,8,Others,M
Sacred 2: Fallen Angel,PC,2008,Role-Playing,Others,0,0.05,0,0.01,0.06,71,41,6.9,203,Others,M
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Others,0,0.05,0,0,0.06,58,5,7.5,4,Others,E10+
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami,0.05,0,0,0,0.06,58,10,7,5,Konami,E
Jumper: Griffin's Story,X360,2008,Action,Eidos,0.05,0,0,0,0.06,29,16,3.3,30,Others,T
Tron 2.0: Killer App,XB,2004,Action,Disneys,0.04,0.01,0,0,0.06,69,36,4.3,4,Others,T
The Fast and the Furious,PS2,2006,Racing,Namco Bandai,0.03,0.02,0,0.01,0.06,59,22,6.6,24,Others,T
Vampire Rain: Altered Species,PS3,2008,Action,Others,0.05,0,0,0,0.06,30,15,3.5,36,Others,M
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0,0.06,35,11,6.1,21,Others,T
Racing Gears Advance,GBA,2004,Racing,Others,0.04,0.02,0,0,0.06,83,17,8.9,9,Others,E
Inversion,X360,2012,Shooter,Namco Bandai,0.03,0.02,0,0.01,0.06,53,51,6.5,72,Others,M
Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,0.05,0,0.01,0.06,83,22,5.8,387,Others,E
Mercury Meltdown,PSP,2006,Action,Atari,0.05,0,0,0.01,0.06,78,36,7.8,8,Others,E
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,Others,0.01,0,0.05,0,0.06,71,8,8.3,12,Others,T
Zoo Tycoon 2,PC,2004,Strategy,Microsofts,0,0.05,0,0.01,0.06,72,34,8.1,43,Others,E
Brave: A Warrior's Tale,X360,2009,Action,Others,0.05,0.01,0,0,0.06,42,17,5,4,Others,E10+
Fatal Frame,XB,2002,Action,Tecmo Koei,0.04,0.01,0,0,0.06,77,17,8.6,16,Others,T
Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos,0.03,0.02,0,0.01,0.06,73,35,7.8,24,Others,M
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06,44,8,4.6,41,Others,T
Ivy the Kiwi?,Wii,2010,Puzzle,Others,0.04,0.02,0,0,0.06,74,30,7.2,12,Others,E
Resident Evil 2,GC,2003,Action,Capcom,0.04,0.01,0,0,0.06,59,15,8.5,31,Capcom,M
Catwoman,XB,2004,Action,Electronic Arts,0.04,0.01,0,0,0.06,45,33,4.6,5,Others,T
Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0.02,0,0,0.06,54,8,3.5,16,Others,T
Warriors Orochi 2,X360,2008,Action,Tecmo Koei,0.04,0,0.01,0,0.06,44,28,8.1,15,Omega Force,T
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Others,0.03,0.02,0,0.01,0.06,69,20,7.5,41,Others,E10+
Street Fighter V,PC,2016,Fighting,Capcom,0,0.05,0,0,0.06,74,33,2.9,431,Capcom,T
Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami,0.04,0.02,0,0,0.06,71,12,9,9,Others,E
MX vs. ATV Supercross Encore,PS4,2015,Sports,Others,0,0.05,0,0.01,0.06,42,8,4.1,9,Others,E
Gun Showdown,PSP,2006,Action,Activision,0.05,0,0,0.01,0.06,73,41,7.6,9,Others,M
Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,0.05,0,0,0,0.06,81,10,7.6,8,Others,E
Constantine,XB,2005,Action,Others,0.04,0.01,0,0,0.06,60,31,7.1,17,Others,M
Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,Ubisoft,0.04,0.01,0,0,0.06,64,8,7.1,7,Ubisoft,M
Samurai Shodown Anthology,Wii,2008,Fighting,Others,0.05,0,0,0,0.06,74,6,8.2,5,Others,T
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,0.01,0.04,0,0.01,0.06,82,44,8.4,1088,Others,M
Nanostray,DS,2005,Shooter,Others,0.05,0,0,0,0.06,71,43,7.7,19,Others,E
Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,0.03,0.02,0,0.01,0.06,59,21,8.4,10,Others,T
Tropico 5,X360,2014,Simulation,Others,0.03,0.02,0,0,0.06,71,4,7.2,9,Others,T
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06,25,6,1.9,39,Others,E
